alpha,perturb_target,layer_spec,num_examples,kl_p_to_q,kl_q_to_p,js,tv,accept_mass,top1_match,top5_overlap,draft_prob_on_target_top1,target_prob_on_target_top1,gen_exact_match,gen_prefix_match_len
0.01,keys,layer_12,32,0.0005062045223098721,0.000501927253537815,0.00012595054644748416,0.007628481692336209,0.9923717528581619,1.0,0.9875000007450581,0.6289386220742017,0.6265926496125758,0.78125,13.875
0.03,keys,layer_12,32,0.0006298392661960861,0.0006300033808486205,0.00015742308721655718,0.009714860033682271,0.9902853760868311,1.0,0.993750000372529,0.6261084608267993,0.6265926496125758,0.875,15.21875
0.1,keys,layer_12,32,0.0006576703766540959,0.0006506392427354513,0.0001634381253978745,0.008753349113248987,0.9912468586117029,1.0,0.9750000014901161,0.6286637207958847,0.6265926496125758,0.8125,14.625
0.0,values,layer_12,32,7.974449545145035e-09,7.974449545145035e-09,-3.4994506316159135e-09,0.0,1.0000002104789019,1.0,1.0,0.6265926496125758,0.6265926496125758,1.0,16.0
0.01,values,layer_12,32,0.0005396032848210552,0.0005387709651500927,0.00013474062296481293,0.008685992177333901,0.9913142174482346,1.0,0.9875000007450581,0.6272132787853479,0.6265926496125758,0.84375,14.71875
0.03,values,layer_12,32,0.000520170021843569,0.0005180266348361329,0.00012971696783381503,0.008230951611267301,0.9917692728340626,1.0,0.993750000372529,0.6279603848233819,0.6265926496125758,0.78125,14.46875
0.1,values,layer_12,32,0.0006001320373343333,0.0005986067699836894,0.00014977490231871116,0.00883516588578459,0.9911650344729424,1.0,0.993750000372529,0.6262711577583104,0.6265926496125758,0.875,15.25
0.0,keys,layer_13,32,7.974449545145035e-09,7.974449545145035e-09,-3.4994506316159135e-09,0.0,1.0000002104789019,1.0,1.0,0.6265926496125758,0.6265926496125758,1.0,16.0
0.01,keys,layer_13,32,0.0006229213420567703,0.0006234904785173967,0.00015574339955293226,0.009554977384368613,0.9904452078044415,1.0,0.9812500011175871,0.6274700071662664,0.6265926496125758,0.84375,15.125
0.03,keys,layer_13,32,0.0006168229917022927,0.0006187337764060885,0.00015436671061763718,0.009268732583223027,0.9907314609736204,1.0,0.993750000372529,0.6274119410663843,0.6265926496125758,0.9375,15.71875
0.1,keys,layer_13,32,0.0008640897953569038,0.0008627832720833339,0.00021567696943947112,0.011506327575489195,0.9884939081966877,1.0,0.9875000007450581,0.6267691124230623,0.6265926496125758,0.8125,14.59375
0.0,values,layer_13,32,7.974449545145035e-09,7.974449545145035e-09,-3.4994506316159135e-09,0.0,1.0000002104789019,1.0,1.0,0.6265926496125758,0.6265926496125758,1.0,16.0
0.01,values,layer_13,32,0.0004382524485038175,0.00043651802901933934,0.00010928558847211889,0.006655810185463906,0.9933444038033485,1.0,1.0,0.6280580689199269,0.6265926496125758,0.75,14.25
0.03,values,layer_13,32,0.0004529110080824239,0.00045427220857163775,0.00011334665252249465,0.007275620432665164,0.9927246123552322,1.0,0.9812500011175871,0.6262723251711577,0.6265926496125758,0.78125,13.8125
0.1,values,layer_13,32,0.0006806812209276814,0.0006805177424666908,0.00017005310900231052,0.009886133525924379,0.9901141040027142,1.0,0.993750000372529,0.6268005033489317,0.6265926496125758,0.875,14.84375
0.0,keys,layer_14,32,7.974449545145035e-09,7.974449545145035e-09,-3.4994506316159135e-09,0.0,1.0000002104789019,1.0,1.0,0.6265926496125758,0.6265926496125758,1.0,16.0
0.01,keys,layer_14,32,0.0005074515921705824,0.0005045464594388704,0.00012644389495619635,0.007981783784998697,0.9920184761285782,1.0,0.993750000372529,0.6275164328981191,0.6265926496125758,0.84375,14.8125
0.03,keys,layer_14,32,0.0006949604622263905,0.0006962520695878993,0.0001738335127612345,0.010288573067327889,0.989711644127965,1.0,0.9875000007450581,0.6275440340396017,0.6265926496125758,0.875,15.0625
0.1,keys,layer_14,32,0.0007295461567196071,0.0007268509165783144,0.00018195079680793924,0.010766897912617424,0.9892333187162876,1.0,0.9812500011175871,0.626483224099502,0.6265926496125758,0.6875,13.1875
0.0,values,layer_14,32,7.974449545145035e-09,7.974449545145035e-09,-3.4994506316159135e-09,0.0,1.0000002104789019,1.0,1.0,0.6265926496125758,0.6265926496125758,1.0,16.0
0.01,values,layer_14,32,0.0006007563747836286,0.0006007688405773592,0.00015010574647655872,0.008711474187208523,0.9912887513637543,1.0,0.993750000372529,0.6271941757295281,0.6265926496125758,0.875,15.0
0.03,values,layer_14,32,0.0007382222598550925,0.00073750455092636,0.00018438739551029926,0.011429621906927423,0.9885705895721912,1.0,1.0,0.6278431797400117,0.6265926496125758,0.75,14.0
0.1,values,layer_14,32,0.0008487299997916864,0.0008511719767270165,0.00021235288214604964,0.010584827504999339,0.9894153960049152,1.0,0.993750000372529,0.6262741754762828,0.6265926496125758,0.78125,14.46875
0.0,keys,layer_15,32,7.974449545145035e-09,7.974449545145035e-09,-3.4994506316159135e-09,0.0,1.0000002104789019,1.0,1.0,0.6265926496125758,0.6265926496125758,1.0,16.0
0.01,keys,layer_15,32,0.0007018110962349056,0.000698344323893707,0.00017494321227928822,0.010535283194371914,0.989464933052659,1.0,1.0,0.6280598733574152,0.6265926496125758,0.8125,14.75
0.03,keys,layer_15,32,0.000879905227634481,0.0008812406877609646,0.00022002028481438174,0.012091255472569173,0.9879089761525393,1.0,0.9750000014901161,0.6259915379341692,0.6265926496125758,0.8125,14.21875
0.1,keys,layer_15,32,0.003975791654625027,0.0039259619670701795,0.000983436136692717,0.024007551033264463,0.9759927149862051,0.96875,0.9750000014901161,0.62540667434223,0.6265926496125758,0.53125,11.34375
0.0,values,layer_15,32,7.974449545145035e-09,7.974449545145035e-09,-3.4994506316159135e-09,0.0,1.0000002104789019,1.0,1.0,0.6265926496125758,0.6265926496125758,1.0,16.0
0.01,values,layer_15,32,0.0004700170240994339,0.000470332564191267,0.00011749165048513532,0.00742401966408579,0.992576215416193,1.0,0.993750000372529,0.6253171570133418,0.6265926496125758,0.8125,14.34375
0.03,values,layer_15,32,0.0005321621306961788,0.0005301607822048027,0.0001327290877526366,0.007980392311537798,0.9920198265463114,1.0,0.993750000372529,0.6277053595986217,0.6265926496125758,0.875,15.125
0.1,values,layer_15,32,0.0008913546617748125,0.0008916501962517032,0.0002227715571549993,0.012399835371752488,0.9876003991812468,1.0,0.9812500011175871,0.6266603711992502,0.6265926496125758,0.8125,14.875
0.0,keys,layer_16,32,7.974449545145035e-09,7.974449545145035e-09,-3.4994506316159135e-09,0.0,1.0000002104789019,1.0,1.0,0.6265926496125758,0.6265926496125758,1.0,16.0
