pair,pair_label,run,context,dataset,seed,config,config_label,num_prompts,accept_rate,accept_ci_low,accept_ci_high,acceptance_retained,accepted_per_round,top1_match,round_js,accept_mass,draft_cache_saved_fraction,total_cache_saved_fraction,exact_match,tie_consistent_mismatches,non_tie_mismatches,unknown_mismatches,valid_exact_generation,summary_path
qwen25_3b_15b,Qwen2.5 3B/1.5B,allocation_ctx1024,1024,wikitext,0,none,BF16,32,0.598694942903752,0.5388127853881278,0.6660954891622728,1.0,2.297581845238095,0.8118303571428571,0.054052995489069014,0.803913334453301,0.0,0.0,0.9375,2,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/allocation_ctx1024/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,allocation_ctx1024,1024,wikitext,0,sensitivity_aware,Sensitivity-aware,32,0.5796178343949044,0.5214798949614311,0.6500965949895242,0.9681355108557941,2.2376860119047617,0.8220238095238095,0.0545833409833855,0.8018145858620603,0.18540736607142858,0.08111572265625,0.90625,3,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/allocation_ctx1024/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,c4_ctx1024_seed1,1024,allenai/c4,1,none,BF16,16,0.4733893557422969,0.4116122159090909,0.5365853658536586,1.0,1.815252976190476,0.7334821428571429,0.05219268573252651,0.784749323027652,0.0,0.0,0.6875,5,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/c4_ctx1024_seed1/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,c4_ctx1024_seed1,1024,allenai/c4,1,k8v4,K8 V4,16,0.46537396121883656,0.3882063882063882,0.540785498489426,0.9830680719238145,1.811904761904762,0.7302579365079365,0.05339200326035054,0.7806068322990858,0.6171875,0.27001953125,0.6875,5,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/c4_ctx1024_seed1/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,c4_ctx1024_seed1,1024,allenai/c4,1,k4v8,K4 V8,16,0.28051391862955033,0.2129620828052387,0.35766870616859875,0.5925649050340205,1.125236568986569,0.5847889957264957,0.1917587440939268,0.5511825047983897,0.6171875,0.27001953125,0.8125,3,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/c4_ctx1024_seed1/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,c4_ctx1024_seed2,1024,allenai/c4,2,none,BF16,16,0.6360544217687075,0.5457317073170732,0.7300380228136882,1.0,2.4380208333333333,0.84375,0.03720897294518106,0.8360529503785074,0.0,0.0,0.8125,3,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/c4_ctx1024_seed2/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,c4_ctx1024_seed2,1024,allenai/c4,2,k8v4,K8 V4,16,0.6019417475728155,0.5087209302325582,0.7065217391304348,0.9463683090182232,2.4051339285714284,0.7989583333333333,0.038622107738310554,0.8335218250729322,0.6171875,0.27001953125,0.8125,3,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/c4_ctx1024_seed2/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,c4_ctx1024_seed2,1024,allenai/c4,2,k4v8,K4 V8,16,0.32027649769585254,0.2567849686847599,0.39185750636132316,0.503536311885458,1.2232390873015873,0.5697307900432901,0.1853021082355018,0.5768611175969931,0.6171875,0.27001953125,0.875,2,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/c4_ctx1024_seed2/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx1024,1024,wikitext,0,none,BF16,32,0.598694942903752,0.5403317950956549,0.6666666666666666,1.0,2.297581845238095,0.8118303571428571,0.054052995489069014,0.803913334453301,0.0,0.0,0.9375,2,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx1024/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx1024,1024,wikitext,0,k8v8,K8 V8,32,0.584,0.5267857142857143,0.6487912351333162,0.9754550408719346,2.2609002976190475,0.8034970238095238,0.05378291996700541,0.8048294135014571,0.4921875,0.21533203125,0.9375,2,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx1024/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx1024,1024,wikitext,0,k8v4,K8 V4,32,0.5938511326860841,0.5337306122723391,0.6643112645705378,0.9919093851132686,2.296168154761905,0.8209077380952381,0.05413708288815488,0.8022786823700049,0.6171875,0.27001953125,0.9375,2,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx1024/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx1024,1024,wikitext,0,k4v8,K4 V8,32,0.28202368137782563,0.2193486590038314,0.3563636363636364,0.4710640781596924,1.2741137334887336,0.5925533667721168,0.2342551355857935,0.520573134111177,0.6171875,0.27001953125,0.875,4,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx1024/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx1024,1024,wikitext,0,k4v4,K4 V4,32,0.27310924369747897,0.21032252337554738,0.3501833892294875,0.45617429533121145,1.2445513687701188,0.5673797556610056,0.23681094836742972,0.5172409305243252,0.7421875,0.32470703125,0.78125,7,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx1024/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx16384,16384,wikitext,0,none,BF16,2,0.5238095238095238,0.4,0.7058823529411765,1.0,1.9142857142857141,0.6857142857142857,0.04926530746909391,0.8112221607140133,0.0,0.0,1.0,0,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx16384/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx16384,16384,wikitext,0,k8v4,K8 V4,2,0.5,0.36,0.7058823529411765,0.9545454545454545,1.842857142857143,0.6142857142857143,0.051240262450716854,0.8051057509013584,0.6171875,0.27001953125,1.0,0,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx16384/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx16384,16384,wikitext,0,k4v8,K4 V8,2,0.36,0.27586206896551724,0.47619047619047616,0.6872727272727273,1.3333333333333335,0.5625,0.22454596035337698,0.510835813668867,0.6171875,0.27001953125,1.0,0,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx16384/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx4096,4096,wikitext,0,none,BF16,12,0.6682242990654206,0.5601659751037344,0.7925531914893617,1.0,2.624206349206349,0.8376984126984127,0.03434976137954985,0.8434514490266641,0.0,0.0,0.9166666666666666,1,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx4096/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx4096,4096,wikitext,0,k8v8,K8 V8,12,0.6792452830188679,0.5637860082304527,0.8162162162162162,1.0164929410212429,2.6450396825396827,0.8376984126984127,0.03754726633617086,0.8389016174489544,0.4921875,0.21533203125,0.9166666666666666,1,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx4096/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx4096,4096,wikitext,0,k8v4,K8 V4,12,0.6363636363636364,0.5219123505976095,0.774869109947644,0.9523204068658614,2.5313492063492062,0.8353174603174603,0.03805412491048974,0.8361482339718985,0.6171875,0.27001953125,0.9166666666666666,1,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx4096/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx4096,4096,wikitext,0,k4v8,K4 V8,12,0.3,0.20843672456575682,0.43010752688172044,0.4489510489510489,1.3132964257964257,0.574836506086506,0.2770956115839751,0.455656060317396,0.6171875,0.27001953125,0.8333333333333334,2,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx4096/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx4096,4096,wikitext,0,k4v4,K4 V4,12,0.27019498607242337,0.19758962679988246,0.38333333333333336,0.4043477413950951,1.1753156565656566,0.5316287878787879,0.2762624044311041,0.45355155175925227,0.7421875,0.32470703125,0.9166666666666666,1,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx4096/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx8192,8192,wikitext,0,none,BF16,4,0.6133333333333333,0.46153846153846156,0.75,1.0,2.4571428571428573,0.7803571428571429,0.044741737877068644,0.8177451642496245,0.0,0.0,1.0,0,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx8192/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx8192,8192,wikitext,0,k8v4,K8 V4,4,0.5555555555555556,0.39215686274509803,0.8333333333333334,0.9057971014492755,2.2767857142857144,0.7232142857142857,0.04722731916159059,0.8145274083529199,0.6171875,0.27001953125,1.0,0,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx8192/summary.json
qwen25_3b_15b,Qwen2.5 3B/1.5B,wikitext_ctx8192,8192,wikitext,0,k4v8,K4 V8,4,0.2956521739130435,0.20588235294117646,0.425531914893617,0.4820415879017014,1.2055555555555555,0.6388888888888888,0.21330500342689143,0.5347406857647001,0.6171875,0.27001953125,1.0,0,0,0,True,outputs/iclr_spec_kv/qwen25_3b_15b/wikitext_ctx8192/summary.json
qwen25_7b_3b,Qwen2.5 7B/3B,allocation_ctx1024,1024,wikitext,0,none,BF16,32,0.5694006309148265,0.5072669152342434,0.6377587710210987,1.0,2.2313492063492064,0.7924603174603174,0.05249402497328129,0.8092942039112723,0.0,0.0,0.75,8,0,0,True,outputs/iclr_spec_kv/qwen25_7b_3b/allocation_ctx1024/summary.json
qwen25_7b_3b,Qwen2.5 7B/3B,allocation_ctx1024,1024,wikitext,0,sensitivity_aware,Sensitivity-aware,32,0.5694006309148265,0.5036600549315493,0.6382252559726962,1.0,2.234623015873016,0.8063740079365079,0.051735795768283806,0.809825305225298,0.0822482638888889,0.03218410326086957,0.75,8,0,0,True,outputs/iclr_spec_kv/qwen25_7b_3b/allocation_ctx1024/summary.json
qwen25_7b_3b,Qwen2.5 7B/3B,wikitext_ctx1024,1024,wikitext,0,none,BF16,32,0.5694006309148265,0.5066269066325835,0.638705740654748,1.0,2.2313492063492064,0.7924603174603174,0.05249402497328129,0.8092942039112723,0.0,0.0,0.75,8,0,0,True,outputs/iclr_spec_kv/qwen25_7b_3b/wikitext_ctx1024/summary.json
qwen25_7b_3b,Qwen2.5 7B/3B,wikitext_ctx1024,1024,wikitext,0,k8v8,K8 V8,32,0.5583203732503889,0.4971008136282736,0.6298858148258614,0.9805404893095472,2.196974206349206,0.7955853174603175,0.05240666727143521,0.8097446473137964,0.4921875,0.19259510869565216,0.78125,7,0,0,True,outputs/iclr_spec_kv/qwen25_7b_3b/wikitext_ctx1024/summary.json
qwen25_7b_3b,Qwen2.5 7B/3B,wikitext_ctx1024,1024,wikitext,0,k8v4,K8 V4,32,0.5510835913312694,0.49137931034482757,0.6175997644127691,0.9678310163546393,2.148015873015873,0.7867311507936507,0.05333414968991794,0.807076435030571,0.6171875,0.24150815217391305,0.78125,7,0,0,True,outputs/iclr_spec_kv/qwen25_7b_3b/wikitext_ctx1024/summary.json
qwen25_7b_3b,Qwen2.5 7B/3B,wikitext_ctx1024,1024,wikitext,0,k4v8,K4 V8,32,0.4259501965923984,0.37347526110302065,0.4843315972222222,0.7480676582813867,1.721398133116883,0.689425505050505,0.10547398811471988,0.7098952939338966,0.6171875,0.24150815217391305,0.78125,6,1,0,False,outputs/iclr_spec_kv/qwen25_7b_3b/wikitext_ctx1024/summary.json
qwen25_7b_3b,Qwen2.5 7B/3B,wikitext_ctx1024,1024,wikitext,0,k4v4,K4 V4,32,0.42706964520367935,0.3734793187347932,0.48703170028818443,0.7500336705239133,1.7279265873015872,0.7008184523809524,0.11089401282669394,0.699707734865822,0.7421875,0.2904211956521739,0.8125,5,1,0,False,outputs/iclr_spec_kv/qwen25_7b_3b/wikitext_ctx1024/summary.json
qwen25_7b_3b,Qwen2.5 7B/3B,wikitext_ctx4096,4096,wikitext,0,none,BF16,12,0.6619718309859155,0.5387755102040817,0.8142076502732241,1.0,2.5371031746031747,0.8740079365079364,0.030507665774922994,0.8656057050126412,0.0,0.0,0.8333333333333334,2,0,0,True,outputs/iclr_spec_kv/qwen25_7b_3b/wikitext_ctx4096/summary.json
